Model ID,Hidden Size,Embedding Size,Learning Rate,Gradient Clip,Epochs,Patience,Dev PPL,Final PPL
Model ID,Hidden Size,Embedding Size,Learning Rate,Gradient Clip,Epochs,Patience,Dev PPL,Final PPL
10,400,300,0.5,5,100,3,124.43918075495196,120.72324218040326
11,400,300,0.5,5,100,3,123.86984351459972,120.97174983838762
12,400,300,0.5,5,100,3,125.73534362303594,122.07264149160896
13,400,300,1.0,5,100,3,127.62003937872718,122.64095814865922
14,400,300,1e-05,5,100,3,176.0244967548739,165.8835614345284
